freq,landuse,unit,geo\TIME_PERIOD	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,L0008,KM2,AL	: 	: 	: 	: 	: 	: 	: 	: 	28106 e	28106 e	28106 e	28106 e
A,L0008,KM2,AL0	: 	: 	: 	: 	: 	: 	: 	: 	28106 e	28106 e	28106 e	28106 e
A,L0008,KM2,AL01	: 	: 	: 	: 	: 	: 	: 	: 	10509 e	10509 e	10509 e	10509 e
A,L0008,KM2,AL011	: 	: 	: 	: 	: 	: 	: 	: 	1638 e	1638 e	1638 e	1638 e
A,L0008,KM2,AL012	: 	: 	: 	: 	: 	: 	: 	: 	3315 e	3315 e	3315 e	3315 e
A,L0008,KM2,AL013	: 	: 	: 	: 	: 	: 	: 	: 	2455 e	2455 e	2455 e	2455 e
A,L0008,KM2,AL014	: 	: 	: 	: 	: 	: 	: 	: 	2339 e	2339 e	2339 e	2339 e
A,L0008,KM2,AL015	: 	: 	: 	: 	: 	: 	: 	: 	762 e	762 e	762 e	762 e
A,L0008,KM2,AL02	: 	: 	: 	: 	: 	: 	: 	: 	4934 e	4934 e	4934 e	4934 e
A,L0008,KM2,AL021	: 	: 	: 	: 	: 	: 	: 	: 	3293 e	3293 e	3293 e	3293 e
A,L0008,KM2,AL022	: 	: 	: 	: 	: 	: 	: 	: 	1641 e	1641 e	1641 e	1641 e
A,L0008,KM2,AL03	: 	: 	: 	: 	: 	: 	: 	: 	12663 e	12663 e	12663 e	12663 e
A,L0008,KM2,AL031	: 	: 	: 	: 	: 	: 	: 	: 	1809 e	1809 e	1809 e	1809 e
A,L0008,KM2,AL032	: 	: 	: 	: 	: 	: 	: 	: 	2863 e	2863 e	2863 e	2863 e
A,L0008,KM2,AL033	: 	: 	: 	: 	: 	: 	: 	: 	2629 e	2629 e	2629 e	2629 e
A,L0008,KM2,AL034	: 	: 	: 	: 	: 	: 	: 	: 	1787 e	1787 e	1787 e	1787 e
A,L0008,KM2,AL035	: 	: 	: 	: 	: 	: 	: 	: 	3575 e	3575 e	3575 e	3575 e
A,L0008,KM2,ES523	10747 	10747 	10747 	10747 	10747 	10747 	10747 	10747 	10747 	10747 	10747 	10747 
A,L0008,KM2,ES53	4972 	4972 	4972 	4972 	4972 	4973 	4973 	4973 	4973 	4973 	4973 	4973 
A,L0008,KM2,ES531	648 	648 	648 	648 	648 	648 	648 	648 	648 	648 	648 	648 
A,L0008,KM2,ES532	3633 	3633 	3633 	3633 	3633 	3633 	3633 	3633 	3633 	3633 	3633 	3633 
A,L0008,KM2,ES533	692 	692 	692 	692 	692 	692 	692 	692 	692 	692 	692 	692 
A,L0008,KM2,ES6	98115 	98115 	98115 	98115 	98115 	98117 	98117 	98117 	98117 	98117 	98117 	98117 
A,L0008,KM2,ES61	86780 	86780 	86780 	86780 	86780 	86781 	86781 	86781 	86781 	86781 	86781 	86781 
A,L0008,KM2,ES611	8766 	8766 	8766 	8766 	8766 	8766 	8766 	8766 	8766 	8766 	8766 	8766 
A,L0008,KM2,ES612	7312 	7312 	7312 	7312 	7312 	7312 	7312 	7312 	7312 	7312 	7312 	7312 
A,L0008,KM2,ES613	13627 	13627 	13627 	13627 	13627 	13627 	13627 	13627 	13627 	13627 	13627 	13627 
A,L0008,KM2,ES614	12601 	12601 	12601 	12601 	12601 	12601 	12601 	12601 	12601 	12601 	12601 	12601 
A,L0008,KM2,ES615	9965 	9965 	9965 	9965 	9965 	9965 	9965 	9965 	9965 	9965 	9965 	9965 
A,L0008,KM2,ES616	13367 	13367 	13367 	13367 	13367 	13367 	13367 	13367 	13367 	13367 	13367 	13367 
A,L0008,KM2,ES617	7264 	7264 	7264 	7264 	7264 	7264 	7264 	7264 	7264 	7264 	7264 	7264 
A,L0008,KM2,ES618	13879 	13879 	13879 	13879 	13879 	13879 	13879 	13879 	13879 	13879 	13879 	13879 
A,L0008,KM2,ES62	11302 	11302 	11302 	11302 	11302 	11302 	11302 	11302 	11302 	11302 	11302 	11302 
A,L0008,KM2,ES620	11302 	11302 	11302 	11302 	11302 	11302 	11302 	11302 	11302 	11302 	11302 	11302 
A,L0008,KM2,ES63	20 	20 	20 	20 	20 	20 	20 	20 	20 	20 	20 	20 
A,L0008,KM2,ES630	20 	20 	20 	20 	20 	20 	20 	20 	20 	20 	20 	20 
A,L0008,KM2,ES64	14 	14 	14 	14 	14 	14 	14 	14 	14 	14 	14 	14 
A,L0008,KM2,ES640	14 	14 	14 	14 	14 	14 	14 	14 	14 	14 	14 	14 
A,L0008,KM2,ES7	7420 	7420 	7420 	7420 	7420 	7422 	7422 	7422 	7422 	7422 	7422 	7422 
A,L0008,KM2,ES70	7420 	7420 	7420 	7420 	7420 	7422 	7422 	7422 	7422 	7422 	7422 	7422 
A,L0008,KM2,ES703	267 	267 	267 	267 	267 	267 	267 	267 	267 	267 	267 	267 
A,L0008,KM2,ES704	1655 	1655 	1655 	1655 	1655 	1655 	1655 	1655 	1655 	1655 	1655 	1655 
A,L0008,KM2,ES705	1556 	1556 	1556 	1556 	1556 	1556 	1556 	1556 	1556 	1556 	1556 	1556 
A,L0008,KM2,ES706	367 	367 	367 	367 	367 	367 	367 	367 	367 	367 	367 	367 
A,L0008,KM2,ES707	705 	705 	705 	705 	705 	705 	705 	705 	705 	705 	705 	705 
A,L0008,KM2,ES708	842 	842 	842 	842 	842 	842 	842 	842 	842 	842 	842 	842 
A,L0008,KM2,ES709	2030 	2030 	2030 	2030 	2030 	2030 	2030 	2030 	2030 	2030 	2030 	2030 
A,L0008,KM2,EU27_2020	4103834 	4103834 	4103834 	4103834 	4103834 	4104251 	4104251 	4104251 	4103987 	4103987 	4103987 	4101431 
A,L0008,KM2,EU28	4346347 	4346347 	4346347 	4346347 	4346347 	4347002 	4347002 	: 	: 	: 	: 	: 
A,L0008,KM2,FI	303892 	303892 	303892 	303892 	303892 	304316 	304316 	304316 	304316 	304316 	304316 	303109 
A,L0008,KM2,FI1	302339 	302339 	302339 	302339 	302339 	302763 	302763 	302763 	302763 	302763 	302763 	301556 
A,L0008,KM2,FI19	58304 	58304 	58304 	58304 	58304 	58303 	58303 	58303 	58303 	58303 	58303 	57436 
A,L0008,KM2,FI193	16703 	16703 	16703 	16703 	16703 	16703 	16703 	16703 	16703 	16703 	16703 	: z
A,L0008,KM2,FI194	13443 	13443 	13443 	13443 	13443 	13443 	13443 	13443 	13443 	13443 	13443 	: z
A,L0008,KM2,FI195	7752 	7752 	7752 	7752 	7752 	7752 	7752 	7752 	7752 	7752 	7752 	: z
A,L0008,KM2,FI196	7820 	7820 	7820 	7820 	7820 	7820 	7820 	7820 	7820 	7820 	7820 	7820 
A,L0008,KM2,FI197	12585 	12585 	12585 	12585 	12585 	12585 	12585 	12585 	12585 	12585 	12585 	: z
A,L0008,KM2,FI198	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15298 
A,L0008,KM2,FI199	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13590 
A,L0008,KM2,FI19A	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6863 
A,L0008,KM2,FI19B	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13865 
A,L0008,KM2,FI1B	9097 	9097 	9097 	9097 	9097 	9097 	9097 	9097 	9097 	9097 	9097 	9097 
A,L0008,KM2,FI1B1	9097 	9097 	9097 	9097 	9097 	9097 	9097 	9097 	9097 	9097 	9097 	9097 
A,L0008,KM2,FI1C	31463 	31463 	31463 	31463 	31463 	31463 	31463 	31463 	31463 	31463 	31463 	31425 
A,L0008,KM2,FI1C1	10663 	10663 	10663 	10663 	10663 	10663 	10663 	10663 	10663 	10663 	10663 	10663 
A,L0008,KM2,FI1C2	5198 	5198 	5198 	5198 	5198 	5198 	5198 	5198 	5198 	5198 	5198 	5198 
A,L0008,KM2,FI1C3	5124 	5124 	5124 	5124 	5124 	5124 	5124 	5124 	5124 	5124 	5124 	: z
A,L0008,KM2,FI1C4	5149 	5149 	5149 	5149 	5149 	5149 	5149 	5149 	5149 	5149 	5149 	: z
A,L0008,KM2,FI1C5	5329 	5329 	5329 	5329 	5329 	5329 	5329 	5329 	5329 	5329 	5329 	5329 
A,L0008,KM2,FI1C6	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6317 
A,L0008,KM2,FI1C7	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3918 
A,L0008,KM2,FI1D	203475 	203475 	203475 	203475 	203475 	203900 	203900 	203900 	203900 	203900 	203900 	203598 
A,L0008,KM2,FI1D1	14258 	14258 	14258 	14258 	14258 	14258 	14258 	14258 	14258 	14258 	14258 	: z
A,L0008,KM2,FI1D2	16768 	16768 	16768 	16768 	16768 	16768 	16768 	16768 	16768 	16768 	16768 	: z
A,L0008,KM2,FI1D3	17762 	17762 	17762 	17762 	17762 	17762 	17762 	17762 	17762 	17762 	17762 	: z
A,L0008,KM2,FI1D4	21499 	21499 	21499 	21499 	21499 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FI1D5	5019 	5019 	5019 	5019 	5019 	5019 	5019 	5019 	5019 	5019 	5019 	5019 
A,L0008,KM2,FI1D6	35508 	35508 	35508 	35508 	35508 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FI1D7	92660 	92660 	92660 	92660 	92660 	92660 	92660 	92660 	92660 	92660 	92660 	92660 
A,L0008,KM2,FI1D8	: z	: z	: z	: z	: z	20387 e	20387 e	20387 e	20387 	20387 	20387 	20387 
A,L0008,KM2,FI1D9	: z	: z	: z	: z	: z	37046 e	37046 e	37046 e	37046 	37046 	37046 	37046 
A,L0008,KM2,FI1DA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11075 
A,L0008,KM2,FI1DB	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17828 
A,L0008,KM2,FI1DC	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19583 
A,L0008,KM2,FI2	1553 	1553 	1553 	1553 	1553 	1553 	1553 	1553 	1553 	1553 	1553 	1553 
A,L0008,KM2,FI20	1553 	1553 	1553 	1553 	1553 	1553 	1553 	1553 	1553 	1553 	1553 	1553 
A,L0008,KM2,FI200	1553 	1553 	1553 	1553 	1553 	1553 	1553 	1553 	1553 	1553 	1553 	1553 
A,L0008,KM2,FR	633886 	633886 	633886 	633886 	633886 	633886 	633886 	633886 	633886 	633886 	633886 	633886 
A,L0008,KM2,FR1	11952 	11952 	11952 	11952 	11952 	11952 	11952 	11952 	11952 	11952 	11952 	11952 
A,L0008,KM2,FR10	11952 	11952 	11952 	11952 	11952 	11952 	11952 	11952 	11952 	11952 	11952 	11952 
A,L0008,KM2,FR101	103 	103 	103 	103 	103 	103 	103 	103 	103 	103 	103 	103 
A,L0008,KM2,FR102	5873 	5873 	5873 	5873 	5873 	5873 	5873 	5873 	5873 	5873 	5873 	5873 
A,L0008,KM2,FR103	2273 	2273 	2273 	2273 	2273 	2273 	2273 	2273 	2273 	2273 	2273 	2273 
A,L0008,KM2,FR104	1810 	1810 	1810 	1810 	1810 	1810 	1810 	1810 	1810 	1810 	1810 	1810 
A,L0008,KM2,FR105	172 	172 	172 	172 	172 	172 	172 	172 	172 	172 	172 	172 
A,L0008,KM2,FR106	236 	236 	236 	236 	236 	236 	236 	236 	236 	236 	236 	236 
A,L0008,KM2,FR107	242 	242 	242 	242 	242 	242 	242 	242 	242 	242 	242 	242 
A,L0008,KM2,FR108	1243 	1243 	1243 	1243 	1243 	1243 	1243 	1243 	1243 	1243 	1243 	1243 
A,L0008,KM2,FR2	145730 	145730 	145730 	145730 	145730 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR21	25546 	25546 	25546 	25546 	25546 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR211	5220 	5220 	5220 	5220 	5220 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR212	5964 	5964 	5964 	5964 	5964 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR213	8130 	8130 	8130 	8130 	8130 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR214	6232 	6232 	6232 	6232 	6232 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR22	19389 	19389 	19389 	19389 	19389 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR221	7386 	7386 	7386 	7386 	7386 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR222	5860 	5860 	5860 	5860 	5860 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR223	6144 	6144 	6144 	6144 	6144 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR23	12245 	12245 	12245 	12245 	12245 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR231	5984 	5984 	5984 	5984 	5984 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR232	6261 	6261 	6261 	6261 	6261 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR24	39232 	39232 	39232 	39232 	39232 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR241	7273 	7273 	7273 	7273 	7273 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR242	5920 	5920 	5920 	5920 	5920 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR243	6818 	6818 	6818 	6818 	6818 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR244	6100 	6100 	6100 	6100 	6100 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR245	6366 	6366 	6366 	6366 	6366 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR246	6755 	6755 	6755 	6755 	6755 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR25	17743 	17743 	17743 	17743 	17743 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR251	5599 	5599 	5599 	5599 	5599 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR252	6002 	6002 	6002 	6002 	6002 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR253	6142 	6142 	6142 	6142 	6142 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR26	31575 	31575 	31575 	31575 	31575 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR261	8763 	8763 	8763 	8763 	8763 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR262	6828 	6828 	6828 	6828 	6828 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR263	8554 	8554 	8554 	8554 	8554 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR264	7430 	7430 	7430 	7430 	7430 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR3	12412 	12412 	12412 	12412 	12412 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR30	12412 	12412 	12412 	12412 	12412 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR301	5729 	5729 	5729 	5729 	5729 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR302	6683 	6683 	6683 	6683 	6683 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR4	47991 	47991 	47991 	47991 	47991 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR41	23517 	23517 	23517 	23517 	23517 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR411	5243 	5243 	5243 	5243 	5243 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR412	6209 	6209 	6209 	6209 	6209 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR413	6176 	6176 	6176 	6176 	6176 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR414	5890 	5890 	5890 	5890 	5890 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR42	8264 	8264 	8264 	8264 	8264 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR421	4753 	4753 	4753 	4753 	4753 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR422	3511 	3511 	3511 	3511 	3511 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR43	16210 	16210 	16210 	16210 	16210 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR431	5236 	5236 	5236 	5236 	5236 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR432	5007 	5007 	5007 	5007 	5007 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR433	5365 	5365 	5365 	5365 	5365 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR434	601 	601 	601 	601 	601 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR5	85490 	85490 	85490 	85490 	85490 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR51	32200 	32200 	32200 	32200 	32200 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR511	6827 	6827 	6827 	6827 	6827 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR512	7176 	7176 	7176 	7176 	7176 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR513	5207 	5207 	5207 	5207 	5207 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR514	6234 	6234 	6234 	6234 	6234 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR515	6755 	6755 	6755 	6755 	6755 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR52	27387 	27387 	27387 	27387 	27387 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR521	6970 	6970 	6970 	6970 	6970 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR522	6751 	6751 	6751 	6751 	6751 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR523	6812 	6812 	6812 	6812 	6812 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR524	6853 	6853 	6853 	6853 	6853 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR53	25904 	25904 	25904 	25904 	25904 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR531	5963 	5963 	5963 	5963 	5963 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR532	6894 	6894 	6894 	6894 	6894 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR533	6033 	6033 	6033 	6033 	6033 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR534	7014 	7014 	7014 	7014 	7014 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR6	103709 	103709 	103709 	103709 	103709 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR61	41333 	41333 	41333 	41333 	41333 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR611	9187 	9187 	9187 	9187 	9187 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR612	9891 	9891 	9891 	9891 	9891 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR613	9242 	9242 	9242 	9242 	9242 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR614	5348 	5348 	5348 	5348 	5348 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR615	7665 	7665 	7665 	7665 	7665 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR62	45407 	45407 	45407 	45407 	45407 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR621	4897 	4897 	4897 	4897 	4897 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR622	8737 	8737 	8737 	8737 	8737 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR623	6325 	6325 	6325 	6325 	6325 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR624	6289 	6289 	6289 	6289 	6289 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR625	5193 	5193 	5193 	5193 	5193 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR626	4506 	4506 	4506 	4506 	4506 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR627	5758 	5758 	5758 	5758 	5758 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR628	3703 	3703 	3703 	3703 	3703 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR63	16969 	16969 	16969 	16969 	16969 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR631	5861 	5861 	5861 	5861 	5861 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR632	5579 	5579 	5579 	5579 	5579 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR633	5529 	5529 	5529 	5529 	5529 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR7	70317 	70317 	70317 	70317 	70317 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR71	44240 	44240 	44240 	44240 	44240 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR711	5622 	5622 	5622 	5622 	5622 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR712	5539 	5539 	5539 	5539 	5539 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR713	6525 	6525 	6525 	6525 	6525 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR714	7811 	7811 	7811 	7811 	7811 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR715	4757 	4757 	4757 	4757 	4757 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR716	3228 	3228 	3228 	3228 	3228 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR717	6188 	6188 	6188 	6188 	6188 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR718	4571 	4571 	4571 	4571 	4571 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR72	26077 	26077 	26077 	26077 	26077 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR721	7337 	7337 	7337 	7337 	7337 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR722	5744 	5744 	5744 	5744 	5744 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR723	4999 	4999 	4999 	4999 	4999 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR724	7998 	7998 	7998 	7998 	7998 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR8	67276 	67276 	67276 	67276 	67276 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR81	27360 	27360 	27360 	27360 	27360 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR811	6248 	6248 	6248 	6248 	6248 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR812	5792 	5792 	5792 	5792 	5792 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR813	6072 	6072 	6072 	6072 	6072 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR814	5162 	5162 	5162 	5162 	5162 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR815	4086 	4086 	4086 	4086 	4086 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR82	31237 	31237 	31237 	31237 	31237 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR821	6966 	6966 	6966 	6966 	6966 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR822	5667 	5667 	5667 	5667 	5667 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR823	4291 	4291 	4291 	4291 	4291 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR824	4752 	4752 	4752 	4752 	4752 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR825	6005 	6005 	6005 	6005 	6005 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR826	3555 	3555 	3555 	3555 	3555 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR83	8678 	8678 	8678 	8678 	8678 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR831	4010 	4010 	4010 	4010 	4010 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FR832	4668 	4668 	4668 	4668 	4668 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FRA	89009 	89009 	89009 	89009 	89009 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FRA1	1680 	1680 	1680 	1680 	1680 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FRA10	1680 	1680 	1680 	1680 	1680 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FRA2	1102 	1102 	1102 	1102 	1102 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FRA20	1102 	1102 	1102 	1102 	1102 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FRA3	83383 	83383 	83383 	83383 	83383 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FRA30	83383 	83383 	83383 	83383 	83383 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FRA4	2478 	2478 	2478 	2478 	2478 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FRA40	2478 	2478 	2478 	2478 	2478 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FRA5	365 	365 	365 	365 	365 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FRA50	365 	365 	365 	365 	365 	: z	: z	: z	: z	: z	: z	: z
A,L0008,KM2,FRB	: z	: z	: z	: z	: z	39232 	39232 	39232 	39232 	39232 	39232 	39232 
A,L0008,KM2,FRB0	: z	: z	: z	: z	: z	39232 	39232 	39232 	39232 	39232 	39232 	39232 
A,L0008,KM2,FRB01	: z	: z	: z	: z	: z	7273 	7273 	7273 	7273 	7273 	7273 	7273 
A,L0008,KM2,FRB02	: z	: z	: z	: z	: z	5920 	5920 	5920 	5920 	5920 	5920 	5920 
A,L0008,KM2,FRB03	: z	: z	: z	: z	: z	6818 	6818 	6818 	6818 	6818 	6818 	6818 
A,L0008,KM2,FRB04	: z	: z	: z	: z	: z	6100 	6100 	6100 	6100 	6100 	6100 	6100 
A,L0008,KM2,FRB05	: z	: z	: z	: z	: z	6366 	6366 	6366 	6366 	6366 	6366 	6366 
A,L0008,KM2,FRB06	: z	: z	: z	: z	: z	6755 	6755 	6755 	6755 	6755 	6755 	6755 
A,L0008,KM2,FRC	: z	: z	: z	: z	: z	47784 	47784 	47784 	47784 	47784 	47784 	47784 
A,L0008,KM2,FRC1	: z	: z	: z	: z	: z	31575 	31575 	31575 	31575 	31575 	31575 	31575 
A,L0008,KM2,FRC11	: z	: z	: z	: z	: z	8763 	8763 	8763 	8763 	8763 	8763 	8763 
A,L0008,KM2,FRC12	: z	: z	: z	: z	: z	6828 	6828 	6828 	6828 	6828 	6828 	6828 
A,L0008,KM2,FRC13	: z	: z	: z	: z	: z	8554 	8554 	8554 	8554 	8554 	8554 	8554 
A,L0008,KM2,FRC14	: z	: z	: z	: z	: z	7430 	7430 	7430 	7430 	7430 	7430 	7430 
A,L0008,KM2,FRC2	: z	: z	: z	: z	: z	16209 	16209 	16209 	16209 	16209 	16209 	16209 
A,L0008,KM2,FRC21	: z	: z	: z	: z	: z	5236 	5236 	5236 	5236 	5236 	5236 	5236 
A,L0008,KM2,FRC22	: z	: z	: z	: z	: z	5007 	5007 	5007 	5007 	5007 	5007 	5007 
A,L0008,KM2,FRC23	: z	: z	: z	: z	: z	5365 	5365 	5365 	5365 	5365 	5365 	5365 
A,L0008,KM2,FRC24	: z	: z	: z	: z	: z	601 	601 	601 	601 	601 	601 	601 
A,L0008,KM2,FRD	: z	: z	: z	: z	: z	29988 	29988 	29988 	29988 	29988 	29988 	29988 
